"","id","coral","algae","turf","soft","cca","simpD","shanH","acro","comp1","comp2","f.biomass","f.biomassT","f.N","f.richness","N.herb","N.carn","FshanH","FsimpD","FsimpD2","fcomp1","fcomp2","Complexity","lat","long","Data","Marine.Park","SectorRegion","Reef","Site","Transect","Zone","Year"
"44764","Site7 Slope 3 2020",11.5,0,56,4.5,0,0.784499054820416,1.49485374869922,0.434782608695652,0.973207727413728,0.282203577821072,5427.48327234093,7713.22189107498,91,18,11,11,1.60738567005774,0.699673952421205,0.656200941915228,-1.24545738914617,0.368241037853726,2.5,"","","LTMP","GBR","Sector2","Reef3","Site7","3","Slope",2020
"44893","Site7 Slope 4 2020",17,0.5,45,10,0,0.608996539792388,1.15497633344641,0.382352941176471,0.735135543084813,0.616197885536316,8551.52560249948,12268.0522716341,163,33,12,33,1.66397248779751,0.717979600286048,0.674696074372389,0.148560285823691,1.51928844583969,3.5,"","","LTMP","GBR","Sector2","Reef3","Site7","4","Slope",2020
"45022","Site7 Slope 5 2020",37.0192307692308,0,37.0192307692308,6.73076923076923,0,0.701973351324001,1.31690555927201,0.701298701298701,1.89615349639747,1.21900842142243,4410.55817189643,6839.39097351655,135,21,9,16,1.50118505803009,0.698930041152263,0.67599451303155,-1.3197398791714,1.81485581760588,3,"","","LTMP","GBR","Sector2","Reef3","Site7","5","Slope",2020
"45151","Site8 Slope 1 2020",25.3658536585366,0,57.5609756097561,6.82926829268293,0,0.64792899408284,1.28375060073006,0.692307692307692,2.02423711670445,0.571450189270535,1660.0760171702,2832.74475511416,119,19,4,20,1.660007809716,0.771414448132194,0.738789633500459,-1.40732586677039,1.29910202540928,4,"","","LTMP","GBR","Sector2","Reef3","Site8","1","Slope",2020
"45280","Site8 Slope 2 2020",44.7488584474886,0.45662100456621,34.2465753424658,5.47945205479452,0.45662100456621,0.642440649729279,1.20811905039957,0.806122448979592,2.20466772388188,1.38522974454482,5599.42557292468,7867.02790418899,150,27,19,32,1.94800921629769,0.815111111111111,0.7464,0.471700327382702,0.837997681248529,3.5,"","","LTMP","GBR","Sector2","Reef3","Site8","2","Slope",2020
"45409","Site8 Slope 3 2020",44,0.5,29,19,1,0.629390495867769,1.04032541636801,0.659090909090909,1.66866458158479,1.38726939623861,7895.04946894363,9924.8474993679,311,27,12,19,1.18802832272697,0.563703849215786,0.556797386296668,-0.241388578603245,1.0672507431586,3,"","","LTMP","GBR","Sector2","Reef3","Site8","3","Slope",2020
"45538","Site8 Slope 4 2020",24.6231155778894,1.00502512562814,55.7788944723618,8.04020100502512,0,0.649729279466889,1.07314130738646,0.571428571428572,1.42272690196515,1.39308426176367,9294.04356858815,12091.6639960176,154,34,26,40,2.02397895817571,0.828891887333446,0.742199359082476,1.08432442142379,0.513211870219209,3.5,"","","LTMP","GBR","Sector2","Reef3","Site8","4","Slope",2020
"45667","Site8 Slope 5 2020",36.1904761904762,0,45.2380952380952,11.9047619047619,0.952380952380952,0.673995844875346,1.26187983705377,0.486842105263158,0.926903271013305,0.196427541851724,2484.00866527645,3719.89633540712,98,25,15,22,1.9207752538485,0.822157434402332,0.74822990420658,-0.714472693058778,0.0283040075688832,3.5,"","","LTMP","GBR","Sector2","Reef3","Site8","5","Slope",2020
"45796","Site9 Slope 1 2020",38.5,0,50,4,0.5,0.643278799122955,1.15960005379965,0.571428571428571,1.40264400543163,0.691431912699385,4676.67755602837,5966.50947625661,106,17,3,31,1.78570684385017,0.794232823068708,0.730331078675685,-0.753478592678156,1.45496677200148,3.5,"","","LTMP","GBR","Sector2","Reef3","Site9","1","Slope",2020
"45925","Site9 Slope 2 2020",52.914798206278,0,36.322869955157,0,0.448430493273543,0.670066072967538,1.15478062759641,0.694915254237288,1.95802250720734,1.5886481707655,2587.49179865074,4195.95262477298,167,18,6,28,1.51333150594503,0.70594141059199,0.683280146294238,-0.529978128525716,1.59672870166602,3,"","","LTMP","GBR","Sector2","Reef3","Site9","2","Slope",2020
"46054","Site9 Slope 3 2020",51.5,1,41,3.5,0,0.648317466302196,1.22842939831125,0.631067961165049,1.42898572652852,0.673118401957647,6761.23662797896,9563.11363823031,215,23,18,21,1.52701645431173,0.700789616008653,0.678810167658194,-0.0871227808895333,0.942965064111765,3,"","","LTMP","GBR","Sector2","Reef3","Site9","3","Slope",2020
"46183","Site9 Slope 4 2020",24.8780487804878,0,64.8780487804878,5.36585365853658,0.975609756097561,0.568242983467897,1.06078997887194,0.823529411764706,1.81119781799949,1.56987676545934,4363.71658930716,6473.62459630269,299,20,19,16,0.730956852119291,0.295276339190837,0.291271909710182,-0.558599109623388,0.405585064467038,2.5,"","","LTMP","GBR","Sector2","Reef3","Site9","4","Slope",2020
"46312","Site9 Slope 5 2020",23,0,65,7,0,0.430056710775047,0.855066141932489,0.739130434782609,1.4012685829939,-0.221606649874646,4231.80709964629,6439.21967081351,229,18,21,10,0.751229507556577,0.29896455063786,0.291870864399992,-0.796963598386958,-0.198590378430571,2.5,"","","LTMP","GBR","Sector2","Reef3","Site9","5","Slope",2020
"58051","Site10 Slope 1 2018",13,1,64.5,0.5,11.5,0.568047337278107,1.11561784632874,0.230769230769231,-0.0240568646827433,-0.374180145200592,6904.40813620465,15321.8738179608,102,12,37,1,1.35319208181799,0.693387158785083,0.512302960399846,-2.25178993271131,-1.5095196909382,NA,"","","LTMP","GBR","Sector2","Reef4","Site10","1","Slope",2018
"58180","Site10 Slope 2 2018",14.5,2.5,72.5,1,7.5,0.401902497027348,0.795067978059177,0.758620689655172,1.69009261427994,-0.213155642946647,6460.33322552772,16043.6087112594,254,11,57,6,0.897808157707962,0.44249488498977,0.411184822369645,-0.975450698434446,-1.0938474049139,NA,"","","LTMP","GBR","Sector2","Reef4","Site10","2","Slope",2018
"58309","Site10 Slope 3 2018",19.5,1,59,0.5,14.5,0.402366863905325,0.697576882945894,0.743589743589744,1.74568772338849,-0.0307893917385918,2343.80254238025,2922.40026453468,100,9,7,5,1.01779475075592,0.5274,0.4918,-2.60958053447641,-0.474541598781565,NA,"","","LTMP","GBR","Sector2","Reef4","Site10","3","Slope",2018
"58438","Site10 Slope 4 2018",39,0,33.5,0.5,24.5,0.347468770545694,0.677793796370276,0.794871794871795,1.33280215698656,0.118930655986492,12354.7522248239,36928.2500008835,192,21,137,24,1.68482849621428,0.779025607638889,0.393012152777778,1.49960205045957,-3.80024625443251,NA,"","","LTMP","GBR","Sector2","Reef4","Site10","4","Slope",2018
"58567","Site10 Slope 5 2018",26,0.5,38,0.5,32,0.308801775147929,0.638272133477326,0.846153846153846,2.1837046488776,0.456268400509903,11936.5922459327,68333.1870639096,479,17,218,11,1.19136877903206,0.617832035250892,0.528057321925898,1.09944772842215,-3.68407994433571,NA,"","","LTMP","GBR","Sector2","Reef4","Site10","5","Slope",2018
"58696","Site11 Slope 1 2018",16.5,0.5,75.5,0,6.5,0.534435261707989,0.897622094750772,0.636363636363636,0.881887157332325,-0.309416512637852,6783.23015246771,8418.02218896976,226,10,26,3,0.647804306641622,0.284360560733025,0.271712741796538,-1.75565394984573,-0.764381036935833,2,"","","LTMP","GBR","Sector2","Reef4","Site11","1","Slope",2018
"58825","Site11 Slope 2 2018",7.5,1,53.5,0,38,0.711111111111111,1.30952583530407,0.4,0.439262223113208,-0.928737885899024,3205.64460559941,12381.1945308531,446,23,113,11,1.01370840307757,0.48319893824529,0.435852319572081,0.986470918772576,-2.19996951227382,2.5,"","","LTMP","GBR","Sector2","Reef4","Site11","2","Slope",2018
"58954","Site11 Slope 3 2018",6,0.5,53.5,0,35.5,0.680555555555556,1.2366848691405,0.416666666666667,1.19273965880893,-1.10524314065901,3895.74484749887,11011.6489097441,239,25,95,19,1.49827263945336,0.692074718579857,0.572784089914392,1.16085922320871,-1.91536137611532,2.5,"","","LTMP","GBR","Sector2","Reef4","Site11","3","Slope",2018
"59083","Site11 Slope 4 2018",5.5,1,56.5,0,35.5,0.644628099173554,1.16222554492109,0.363636363636364,1.40898171412902,-1.25987506682825,3681.19926978369,8490.03598964245,272,24,81,10,1.25683232439596,0.598859212802768,0.510407655709343,0.197335448605912,-1.82122405937577,2.5,"","","LTMP","GBR","Sector2","Reef4","Site11","4","Slope",2018
"59212","Site11 Slope 5 2018",5.5,0,49,0,43.5,0.512396694214876,0.859967281035505,0.636363636363636,2.21615894724029,-0.542767125084209,6232.78197378859,11080.4254579646,187,23,83,9,1.53390377111542,0.730303983528268,0.536417970202179,0.134851992022323,-1.83501443984703,2.5,"","","LTMP","GBR","Sector2","Reef4","Site11","5","Slope",2018
"59341","Site12 Slope 1 2018",8,0,40.5,0.5,45.5,0.6171875,1.1573732982229,0.75,1.39952412844023,2.03811521792868,4491.60339790532,12461.9078288632,143,23,99,10,1.5076860906528,0.686194923957162,0.322949777495232,-0.141371901169757,-3.13719241688792,NA,"","","LTMP","GBR","Sector2","Reef4","Site12","1","Slope",2018
"59470","Site12 Slope 2 2018",24,0,43.5,0,32,0,0,1,2.24732901452421,3.26199444987215,10358.9937224576,13498.6678314749,132,25,61,14,1.92587286810611,0.827479338842975,0.572658402203857,0.442243865487123,-1.7221638623022,3,"","","LTMP","GBR","Sector2","Reef4","Site12","2","Slope",2018
"59599","Site12 Slope 3 2018",49,0,20.5,0,30,0.0201999167013744,0.0569372244376318,0.989795918367347,2.06959371861823,3.12349201416155,3894.8949643993,5560.8591996191,100,24,42,9,1.8841201685737,0.7968,0.5838,-0.11996296075822,-1.24523926654647,3.5,"","","LTMP","GBR","Sector2","Reef4","Site12","3","Slope",2018
"59728","Site12 Slope 4 2018",41.5,4.5,17,0,35.5,0.0238060676440703,0.0652143635114322,0.987951807228916,2.05334929256694,3.1102284622983,5213.87941608984,8632.47991154252,136,23,50,16,1.81774874250905,0.780601211072664,0.631163494809689,0.305898008275091,-1.74466839103732,3.5,"","","LTMP","GBR","Sector2","Reef4","Site12","4","Slope",2018
"59857","Site12 Slope 5 2018",44.5,2,20,0.5,33,0,0,1,2.24732901452421,3.26199444987215,12908.9784219804,15247.3625744546,139,22,45,11,1.6095283293993,0.701205941721443,0.602970860721495,-0.0970128337096924,-0.982510337685151,3.5,"","","LTMP","GBR","Sector2","Reef4","Site12","5","Slope",2018
"59986","Site10 Slope 1 2020",20.5,0,57,3,7.5,0.603807257584771,1.03691404439427,0.536585365853659,0.761172418131424,-0.4685286334686,6245.48911743902,10612.808316949,162,18,32,NA,1.07179242304657,0.504191434232586,0.4519890260631,-2.10952388228702,-0.932404891098291,2.5,"","","LTMP","GBR","Sector2","Reef4","Site10","1","Slope",2020
"60115","Site10 Slope 2 2020",23,5.5,47,4,16,0.575614366729679,1.05369597279221,0.58695652173913,0.909382654090505,-0.489170953671546,3598.35311234003,11006.0462304051,168,22,58,13,1.61103077591187,0.737953514739229,0.583262471655329,-0.278978685267257,-1.59517825050223,3.5,"","","LTMP","GBR","Sector2","Reef4","Site10","2","Slope",2020
"60244","Site10 Slope 3 2020",27,0,62,2.5,2.5,0.480109739368999,0.877354410808925,0.685185185185185,0.974424075271962,-0.125823485922596,11919.1980894954,26768.4477115036,381,20,48,9,0.910031784762325,0.371876743753487,0.35078292378807,0.355070669007507,-0.994240458766739,3,"","","LTMP","GBR","Sector2","Reef4","Site10","3","Slope",2020
"60373","Site10 Slope 4 2020",27.5,2.5,39.5,3.5,25.5,0.286942148760331,0.584526723141806,0.836363636363636,1.7492942020252,0.0996538130215289,5398.39989963245,20623.6083214923,210,25,110,13,1.68305134837825,0.775238095238095,0.522585034013605,0.684262790699095,-2.57258903694998,3.5,"","","LTMP","GBR","Sector2","Reef4","Site10","4","Slope",2020
"60502","Site10 Slope 5 2020",40.8695652173913,0.869565217391304,41.7391304347826,3.47826086956522,10.8695652173913,0.195337256677229,0.424185457723776,0.893617021276596,1.35519016306884,0.960292029374298,5625.37848297065,12576.2303735796,226,33,59,25,1.49066154859417,0.657255854021458,0.584031639126008,0.735846261825415,-1.16421696226421,3.5,"","","LTMP","GBR","Sector2","Reef4","Site10","5","Slope",2020
"60631","Site11 Slope 1 2020",34,1.5,49,0.5,14,0.264273356401384,0.56899277280865,0.852941176470588,1.69603999285747,0.149929786268061,1939.45477644896,4249.95281509631,118,17,31,12,1.55740502492312,0.737431772479173,0.606291295604711,-1.35743616536473,-1.55006708242854,3,"","","LTMP","GBR","Sector2","Reef4","Site11","1","Slope",2020
"60760","Site11 Slope 2 2020",25,0.909090909090909,38.1818181818182,0.909090909090909,33.6363636363636,0.373553719008264,0.794419251730778,0.8,1.95621044542664,0.243068650775609,2454.45821826105,8990.3895167919,126,13,57,6,1.6129818738476,0.753464348702444,0.556941295036533,-0.969721060279575,-2.1701655908152,3,"","","LTMP","GBR","Sector2","Reef4","Site11","2","Slope",2020
"60889","Site11 Slope 3 2020",18.5,2,28,8.5,40.5,0.452885317750183,0.78275901567121,0.702702702702703,0.851034228129049,0.188543889039398,1012.57968571013,2277.9944341433,118,10,17,4,0.941469096290254,0.442688882505027,0.415254237288136,-2.13565505957474,-0.273824213079002,2,"","","LTMP","GBR","Sector2","Reef4","Site11","3","Slope",2020
"61018","Site11 Slope 4 2020",12,3.5,43.5,0.5,39.5,0.418402777777778,0.740529566244477,0.75,1.4920308275184,-0.0470374675085929,15165.1064452674,130484.419250923,335,21,206,3,1.56253542171004,0.755321897972822,0.466402316774337,1.28879438635174,-2.95787609695536,2.5,"","","LTMP","GBR","Sector2","Reef4","Site11","4","Slope",2020
"61147","Site11 Slope 5 2020",28.5,10,44.5,0.5,16.5,0.388427208371807,0.825638149149324,0.789473684210526,1.84834309743498,0.235324925693103,5554.27279080556,7574.6557556582,113,19,18,18,1.4745096266107,0.662698723470906,0.615396663795129,-1.14519515895159,-0.318764177108199,2.5,"","","LTMP","GBR","Sector2","Reef4","Site11","5","Slope",2020
"61276","Site12 Slope 1 2020",18,1.5,51,0,27,0.483024691358025,0.972545572919634,0.861111111111111,2.33721234923401,2.03260335618382,10384.4764539232,15563.3296741487,148,29,54,6,1.51303680365818,0.702794010226443,0.543918918918919,-0.456558086447369,-1.51473918748557,3,"","","LTMP","GBR","Sector2","Reef4","Site12","1","Slope",2020
"61405","Site12 Slope 2 2020",32.1100917431193,9.63302752293578,27.5229357798165,0,29.8165137614679,0.0828571428571427,0.20419952975915,0.985714285714286,2.69208015265678,3.01291285062442,7982.32178938331,17923.3146171955,175,34,58,16,1.65671086782253,0.724571428571429,0.603363265306122,0.452047950360008,-1.54245268926722,3.5,"","","LTMP","GBR","Sector2","Reef4","Site12","2","Slope",2020
"61534","Site12 Slope 3 2020",17.5,8,41,11.5,19,0.302857142857143,0.52994639411166,0.885714285714286,2.08435658100733,2.77505004673759,13297.3977777747,16491.4845275788,136,33,38,18,1.6852033977719,0.720696366782007,0.621539792387543,0.133172833041397,-1.13891255746734,3.5,"","","LTMP","GBR","Sector2","Reef4","Site12","3","Slope",2020
"61663","Site12 Slope 4 2020",31,10.5,26.5,0,31.5,0,0,1,2.24732901452421,3.26199444987215,24611.6725826145,36511.8532997224,159,31,49,13,1.65453898768857,0.722123333728887,0.60685890589771,-0.0578158454255308,-0.847210338987151,3.5,"","","LTMP","GBR","Sector2","Reef4","Site12","4","Slope",2020
"61792","Site12 Slope 5 2020",51,2.5,33.5,0,13,0,0,1,2.24732901452421,3.26199444987215,13873.2594483143,20270.050496575,149,31,43,17,1.47936953457501,0.662762938606369,0.592856177649655,-0.226107290044202,-0.819647879160589,3.5,"","","LTMP","GBR","Sector2","Reef4","Site12","5","Slope",2020
"73531","Site13 Slope 1 2018",46.5,1,26.5,9,12.5,0.449994218984854,0.874940119555998,0.150537634408602,-0.341891259640195,-1.04132682650072,13516.4338027545,20043.7425002893,212,38,36,24,1.60491777294898,0.676174795300819,0.613563545745817,0.64440845673809,-0.238426208999653,3.5,"","","LTMP","GBR","Sector2","Reef5","Site13","1","Slope",2018
"73660","Site13 Slope 2 2018",45,0.5,22,11.5,15.5,0.584444444444444,1.00699980915852,0.4,0.29716234052174,-0.594973195447975,13032.2578274186,21614.4196862368,165,37,39,10,1.51419118908762,0.673498622589532,0.589458218549128,-0.437018748839854,-0.699812102143519,NA,"","","LTMP","GBR","Sector2","Reef5","Site13","2","Slope",2018
"73789","Site13 Slope 3 2018",39,1.5,40.5,2.5,14.5,0.72879684418146,1.43748762278533,0.41025641025641,0.752922044256311,0.412309409590823,12992.7381615018,18803.0033223517,212,35,71,18,1.73107734772226,0.765841936632253,0.615699537201851,0.645823231452468,-1.8099815748993,NA,"","","LTMP","GBR","Sector2","Reef5","Site13","3","Slope",2018
"73918","Site13 Slope 4 2018",30,1,37,4,25.5,0.683333333333333,1.31319035942597,0.466666666666667,0.834664919064529,-0.109882238793665,19810.604452054,128268.861752751,253,31,152,10,1.33741005855424,0.624443437641582,0.426190067021825,-0.115513091278737,-2.20916660435748,NA,"","","LTMP","GBR","Sector2","Reef5","Site13","4","Slope",2018
"74047","Site13 Slope 5 2018",37,1,48,0.5,13,0.426588750913075,0.908542103031589,0.797297297297297,1.76157141468282,0.983001939385595,25241.4069487832,85566.0460953983,344,36,90,32,1.32068452499805,0.600628718226068,0.554624121146566,1.50250083226841,-0.481679020738064,NA,"","","LTMP","GBR","Sector2","Reef5","Site13","5","Slope",2018
"74176","Site14 Slope 1 2018",37,0.5,47.5,4.5,8,0.435719503287071,0.862747495430964,0.743243243243243,1.433937466485,0.228560485087695,5244.050563162,13952.3041638766,273,29,76,15,1.27561181032529,0.582162648096714,0.522883709696897,0.634608195659678,-1.80682796311018,NA,"","","LTMP","GBR","Sector2","Reef5","Site14","1","Slope",2018
"74305","Site14 Slope 2 2018",19.5,0,67,0,10,0.274819197896121,0.58492367803944,0.846153846153846,1.80661054307128,0.0981604785119382,5199.47669457666,15219.2490683432,160,19,69,8,1.46417430621861,0.716953125,0.537890625,-0.922458658061838,-2.1224064457791,NA,"","","LTMP","GBR","Sector2","Reef5","Site14","2","Slope",2018
"74434","Site14 Slope 3 2018",16,1,63.5,0.5,16.5,0.369140625,0.734380670696462,0.78125,1.63589201915284,-0.116963688163332,28706.6673026533,69776.4287987612,259,33,134,22,1.85532100099454,0.799988074119348,0.540659799347058,2.61644111726518,-2.28328516502374,NA,"","","LTMP","GBR","Sector2","Reef5","Site14","3","Slope",2018
"74563","Site14 Slope 4 2018",13.5135135135135,0,80.5405405405405,0.540540540540541,2.7027027027027,0.672,1.22112173927539,0.48,0.435485291338538,-0.765612206449788,7053.19250314596,14657.4477557558,237,15,33,3,0.695418191031158,0.316437892787837,0.30401110933077,-1.74920916448136,-0.513572121739493,NA,"","","LTMP","GBR","Sector2","Reef5","Site14","4","Slope",2018
"74692","Site14 Slope 5 2018",17,0,66.5,0.5,13,0.562283737024221,1.04616079631792,0.61764705882353,1.38679116874919,0.0660051502030308,8606.7566377542,18384.9207151608,290,16,43,6,0.781801089535827,0.35179548156956,0.335243757431629,-1.25340036283276,-1.01333788603521,NA,"","","LTMP","GBR","Sector2","Reef5","Site14","5","Slope",2018
"74821","Site15 Slope 1 2018",25,1.5,60.5,1,6.5,0.3512,0.593927902848213,0.78,1.69729360962501,0.178424901507437,677.807537151341,2744.93145126594,236,8,21,9,0.570099141971241,0.259085033036484,0.254704108014938,-2.05006023826267,-0.94604750592018,2.5,"","","LTMP","GBR","Sector2","Reef5","Site15","1","Slope",2018
"74950","Site15 Slope 2 2018",9,0,80.5,0,5,0.438271604938272,0.777789931555932,0.722222222222222,0.873813846771636,0.218572268638741,58.9419883624381,506.120200399475,129,3,3,3,0.220352331161548,0.0897782585181178,0.0897782585181178,-3.09113680878047,-0.0579867706549971,3,"","","LTMP","GBR","Sector2","Reef5","Site15","2","Slope",2018
